learning_rate,f1_val,f1_val_std,f1_treino,gap_treino_val,roc_auc,pr_auc,epocas,tempo_s
1e-05,0.6003325233616396,0.007111553137298714,0.603740895374674,0.0034083720130344553,0.8396097785373954,0.6694314377855841,50.0,162.9
5e-05,0.6416277594972769,0.001517008626751351,0.6515380688631018,0.009910309365824932,0.8716219266404348,0.7285973081479286,50.0,155.3
0.0001,0.6547900708028173,0.002118725170934802,0.6715563715872112,0.016766300784393895,0.8801993906106231,0.7471801172733278,47.666666666666664,292.2
0.0005,0.6773320512393418,0.005624639151578229,0.714140022900721,0.03680797166137917,0.891617133362867,0.7686061776456675,33.0,102.7
0.001,0.6813761301873639,0.004078834727035074,0.726595303213621,0.04521917302625711,0.8930645732865229,0.7715511805273841,25.666666666666668,80.6
0.005,0.6687290933179773,0.004807499116697723,0.6984589036486598,0.02972981033068256,0.889403129229097,0.76396764990333,13.666666666666666,46.9
0.05,0.09732923590202397,0.09077584620802778,0.09662600976692888,-0.0007032261350950891,0.6890978068238548,0.42911905986730264,5.0,21.1
